"","x"
"259",3
"260",1
"261",0
"262",0
"263",0
"264",0
"265",2
"266",0
"267",0
"268",0
"269",0
"270",1
"271",3
"272",6
"273",25
"274",81
"275",132
"276",143
"277",101
"278",116
"279",111
"280",117
"281",119
"282",87
"283",94
"284",103
"285",88
"286",32
"287",11
"288",3
"289",0
"290",4
"291",0
"292",0
"293",0
"294",0
"295",0
"296",10
"297",33
"298",85
"299",138
"300",179
"301",86
"302",140
"303",130
"304",108
"305",127
"306",115
"307",99
"308",82
"309",79
"310",64
"311",39
"312",15
"313",2
"314",3
"315",0
"316",0
"317",0
"318",0
"319",0
"320",6
"321",22
"322",89
"323",110
"324",142
"325",139
"326",114
"327",116
"328",134
"329",153
"330",118
"331",92
"332",90
"333",65
"334",36
"335",11
"336",3
"337",0
"338",4
"339",1
"340",0
"341",0
"342",0
"343",0
"344",4
"345",19
"346",59
"347",122
"348",125
"349",77
"350",161
"351",127
"352",127
"353",127
"354",103
"355",72
"356",47
"357",52
"358",38
"359",23
"360",9
"361",2
"362",3
"363",0
"364",0
"365",0
"366",0
"367",0
"368",3
"369",22
"370",66
"371",113
"372",99
"373",89
"374",121
"375",138
"376",139
"377",89
"378",50
"379",61
"380",43
"381",19
"382",14
"383",3
"384",0
"385",0
"386",3
"387",0
"388",0
"389",0
"390",0
"391",0
"392",1
"393",2
"394",0
"395",0
"396",7
"397",12
"398",0
"399",0
"400",6
"401",3
"402",6
"403",3
"404",1
"405",0
"406",0
"407",0
"408",0
"409",2
"410",6
"411",3
"412",1
"413",0
"414",0
"415",0
"416",2
"417",3
"418",0
"419",0
"420",6
"421",14
"422",0
"423",0
"424",6
"425",3
"426",6
"427",3
"428",1
"429",0
"430",0
"431",0
"432",0
"433",1
"434",0
"435",0
"436",0
"437",0
"438",1
"439",3
"440",7
"441",22
"442",96
"443",114
"444",128
"445",85
"446",136
"447",128
"448",128
"449",142
"450",110
"451",84
"452",88
"453",93
"454",41
"455",12
"456",3
"457",0
"458",4
"459",0
"460",0
"461",0
"462",0
"463",0
"464",9
"465",31
"466",78
"467",135
"468",145
"469",66
"470",127
"471",119
"472",140
"473",123
"474",110
"475",84
"476",76
"477",86
"478",58
"479",39
"480",15
"481",2
"482",3
"483",0
"484",0
"485",0
"486",0
"487",0
"488",7
"489",21
"490",94
"491",136
"492",128
"493",154
"494",133
"495",122
"496",121
"497",128
"498",98
"499",100
"500",95
"501",65
"502",35
"503",9
"504",3
"505",0
"506",3
"507",1
"508",0
"509",0
"510",0
"511",0
"512",3
"513",21
"514",69
"515",145
"516",142
"517",92
"518",131
"519",105
"520",147
"521",122
"522",101
"523",75
"524",42
"525",46
"526",42
"527",21
"528",9
"529",2
"530",3
"531",0
"532",0
"533",0
"534",0
"535",0
"536",3
"537",19
"538",65
"539",111
"540",107
"541",90
"542",126
"543",154
"544",116
"545",94
"546",60
"547",59
"548",53
"549",20
"550",11
"551",2
"552",0
"553",0
"554",3
"555",0
"556",0
"557",0
"558",0
"559",0
"560",1
"561",2
"562",0
"563",0
"564",8
"565",14
"566",0
"567",0
"568",6
"569",2
"570",7
"571",3
"572",1
"573",0
"574",0
"575",0
"576",0
"577",2
"578",5
"579",3
"580",1
"581",1
"582",0
"583",0
"584",2
"585",2
"586",0
"587",0
"588",5
"589",12
"590",0
"591",0
"592",7
"593",3
"594",7
"595",3
"596",1
"597",0
"598",0
"599",0
"600",0
"601",2
"602",0
"603",0
"604",0
"605",0
"606",1
"607",3
"608",8
"609",25
"610",93
"611",136
"612",157
"613",89
"614",154
"615",145
"616",103
"617",131
"618",100
"619",91
"620",107
"621",80
"622",35
"623",9
"624",3
"625",0
"626",4
"627",0
"628",0
"629",0
"630",0
"631",0
"632",10
"633",41
"634",79
"635",164
"636",150
"637",75
"638",152
"639",110
"640",114
"641",102
"642",104
"643",79
"644",77
"645",71
"646",62
"647",38
"648",15
"649",2
"650",3
"651",0
"652",0
"653",0
"654",0
"655",0
"656",7
"657",25
"658",82
"659",142
"660",118
"661",148
"662",108
"663",122
"664",138
"665",145
"666",117
"667",112
"668",100
"669",82
"670",38
"671",11
"672",3
"673",0
"674",4
"675",1
"676",0
"677",0
"678",0
"679",0
"680",4
"681",18
"682",66
"683",123
"684",135
"685",103
"686",139
"687",114
"688",142
"689",122
"690",110
"691",61
"692",47
"693",52
"694",36
"695",24
"696",9
"697",2
"698",3
"699",0
"700",0
"701",0
"702",0
"703",0
"704",3
"705",22
"706",62
"707",102
"708",100
"709",86
"710",133
"711",130
"712",112
"713",92
"714",57
"715",58
"716",46
"717",25
"718",12
"719",3
"720",0
"721",0
"722",3
"723",0
"724",0
"725",0
"726",0
"727",0
"728",1
"729",1
"730",0
"731",0
"732",7
"733",14
"734",0
"735",0
"736",6
"737",2
"738",6
"739",2
"740",2
"741",0
"742",0
"743",0
"744",0
"745",1
"746",5
"747",3
"748",1
"749",0
"750",0
"751",0
"752",2
"753",2
"754",0
"755",0
"756",7
"757",14
"758",0
"759",0
"760",7
"761",2
"762",7
"763",3
"764",1
"765",0
"766",0
"767",0
"768",0
"769",2
"770",0
"771",0
"772",0
"773",0
"774",1
"775",2
"776",8
"777",28
"778",97
"779",127
"780",135
"781",94
"782",142
"783",139
"784",112
"785",131
"786",107
"787",102
"788",82
"789",73
"790",32
"791",12
"792",3
"793",0
"794",4
"795",0
"796",0
"797",0
"798",0
"799",0
"800",9
"801",36
"802",78
"803",153
"804",167
"805",71
"806",135
"807",136
"808",122
"809",129
"810",108
"811",93
"812",95
"813",71
"814",59
"815",31
"816",13
"817",1
"818",3
"819",0
"820",0
"821",0
"822",0
"823",0
"824",7
"825",20
"826",82
"827",139
"828",139
"829",129
"830",119
"831",127
"832",134
"833",157
"834",121
"835",86
"836",86
"837",66
"838",34
"839",11
"840",3
"841",0
"842",3
"843",1
"844",0
"845",0
"846",0
"847",0
"848",4
"849",19
"850",56
"851",116
"852",146
"853",78
"854",162
"855",122
"856",141
"857",136
"858",101
"859",64
"860",52
"861",41
"862",36
"863",19
"864",8
"865",2
"866",3
"867",0
"868",0
"869",0
"870",0
"871",0
"872",3
"873",22
"874",50
"875",106
"876",116
"877",85
"878",123
"879",129
"880",141
"881",99
"882",55
"883",61
"884",54
"885",20
"886",13
"887",3
"888",0
"889",0
"890",3
"891",0
"892",0
"893",0
"894",0
"895",0
"896",1
"897",2
"898",0
"899",0
"900",9
"901",13
"902",0
"903",0
"904",8
"905",2
"906",7
"907",3
"908",2
"909",0
"910",0
"911",0
"912",0
"913",2
"914",6
"915",2
"916",1
"917",0
"918",0
"919",0
"920",2
"921",2
"922",0
"923",0
"924",5
"925",11
"926",0
"927",0
"928",7
"929",3
"930",6
"931",3
"932",1
"933",0
"934",0
"935",0
"936",0
"937",2
"938",0
"939",0
"940",0
"941",0
"942",1
"943",2
"944",8
"945",29
"946",83
"947",133
"948",125
"949",89
"950",143
"951",135
"952",105
"953",147
"954",85
"955",80
"956",87
"957",81
"958",36
"959",10
"960",4
"961",0
"962",5
"963",0
"964",0
"965",0
"966",0
"967",0
"968",9
"969",41
"970",80
"971",157
"972",171
"973",69
"974",155
"975",116
"976",123
"977",117
"978",92
"979",84
"980",97
"981",76
"982",61
"983",35
"984",13
"985",1
"986",3
"987",0
"988",0
"989",0
"990",0
"991",0
"992",8
"993",19
"994",95
"995",125
"996",125
"997",140
"998",102
"999",125
"1000",133
"1001",131
"1002",101
"1003",86
"1004",95
"1005",78
"1006",30
"1007",9
"1008",3
"1009",0
"1010",3
"1011",1
"1012",0
"1013",0
"1014",0
"1015",0
"1016",3
"1017",22
"1018",71
"1019",118
"1020",136
"1021",100
"1022",143
"1023",134
"1024",120
"1025",114
"1026",97
"1027",61
"1028",47
"1029",42
"1030",45
"1031",20
"1032",8
"1033",2
"1034",3
"1035",0
"1036",0
"1037",0
"1038",0
"1039",0
"1040",3
"1041",18
"1042",53
"1043",104
"1044",102
"1045",81
"1046",140
"1047",123
"1048",134
"1049",97
"1050",61
"1051",54
"1052",57
"1053",23
"1054",12
"1055",3
"1056",0
"1057",0
"1058",3
"1059",0
"1060",0
"1061",0
"1062",0
"1063",0
"1064",1
"1065",2
"1066",0
"1067",0
"1068",9
"1069",15
"1070",0
"1071",0
"1072",7
"1073",2
"1074",7
"1075",3
"1076",1
"1077",0
"1078",0
"1079",0
"1080",0
"1081",2
"1082",5
"1083",3
"1084",1
"1085",0
"1086",0
"1087",0
"1088",2
"1089",2
"1090",0
"1091",0
"1092",6
"1093",12
"1094",0
"1095",0
"1096",7
"1097",3
"1098",7
"1099",3
"1100",1
"1101",0
"1102",0
"1103",0
"1104",0
"1105",1
"1106",0
"1107",0
"1108",0
"1109",0
"1110",1
"1111",2
"1112",6
"1113",24
"1114",105
"1115",121
"1116",123
"1117",98
"1118",145
"1119",112
"1120",119
"1121",131
"1122",84
"1123",88
"1124",101
"1125",83
"1126",37
"1127",11
"1128",4
"1129",0
"1130",5
"1131",0
"1132",0
"1133",0
"1134",0
"1135",0
"1136",9
"1137",34
"1138",88
"1139",160
"1140",152
"1141",74
"1142",153
"1143",108
"1144",127
"1145",113
"1146",117
"1147",94
"1148",89
"1149",64
"1150",51
"1151",33
"1152",11
"1153",2
"1154",3
"1155",0
"1156",0
"1157",0
"1158",0
"1159",0
"1160",6
"1161",23
"1162",81
"1163",142
"1164",131
"1165",128
"1166",113
"1167",108
"1168",106
"1169",136
"1170",119
"1171",102
"1172",100
"1173",72
"1174",37
"1175",9
"1176",3
"1177",0
"1178",4
"1179",1
"1180",0
"1181",0
"1182",0
"1183",0
"1184",3
"1185",22
"1186",67
"1187",123
"1188",128
"1189",103
"1190",158
"1191",135
"1192",120
"1193",129
"1194",97
"1195",79
"1196",44
"1197",52
"1198",36
"1199",23
"1200",9
"1201",2
"1202",2
"1203",0
"1204",0
"1205",0
"1206",0
"1207",0
"1208",3
"1209",19
"1210",53
"1211",114
"1212",92
"1213",87
"1214",127
"1215",152
"1216",117
"1217",106
"1218",57
"1219",50
"1220",57
"1221",20
"1222",12
"1223",2
"1224",0
"1225",0
"1226",3
"1227",0
"1228",0
"1229",0
"1230",0
"1231",0
"1232",1
"1233",2
"1234",0
"1235",0
"1236",9
"1237",14
"1238",0
"1239",0
"1240",7
"1241",2
"1242",7
"1243",3
"1244",1
"1245",0
"1246",0
"1247",0
"1248",0
"1249",1
"1250",5
"1251",2
"1252",1
"1253",0
"1254",0
"1255",0
"1256",2
"1257",2
"1258",0
"1259",0
"1260",7
"1261",14
"1262",0
"1263",0
"1264",9
"1265",3
"1266",7
"1267",3
"1268",1
"1269",0
"1270",0
"1271",0
"1272",0
"1273",1
"1274",0
"1275",0
"1276",0
"1277",0
"1278",1
"1279",2
"1280",8
"1281",30
"1282",87
"1283",142
"1284",120
"1285",85
"1286",150
"1287",112
"1288",130
"1289",150
"1290",110
"1291",95
"1292",106
"1293",81
"1294",34
"1295",10
"1296",3
"1297",0
"1298",4
"1299",0
"1300",0
"1301",0
"1302",0
"1303",0
"1304",8
"1305",41
"1306",84
"1307",143
"1308",164
"1309",77
"1310",142
"1311",124
"1312",106
"1313",109
"1314",104
"1315",88
"1316",79
"1317",73
"1318",63
"1319",33
"1320",11
"1321",1
"1322",2
"1323",0
"1324",0
"1325",0
"1326",0
"1327",0
"1328",8
"1329",20
"1330",74
"1331",117
"1332",136
"1333",158
"1334",110
"1335",117
"1336",134
"1337",135
"1338",120
"1339",105
"1340",84
"1341",84
"1342",33
"1343",11
"1344",3
"1345",0
"1346",4
"1347",1
"1348",0
"1349",0
"1350",0
"1351",0
"1352",4
"1353",23
"1354",74
"1355",123
"1356",129
"1357",97
"1358",134
"1359",109
"1360",116
"1361",139
"1362",119
"1363",76
"1364",56
"1365",44
"1366",42
"1367",23
"1368",9
"1369",2
"1370",3
"1371",0
"1372",0
"1373",0
"1374",0
"1375",0
"1376",4
"1377",21
"1378",54
"1379",118
"1380",94
"1381",80
"1382",123
"1383",138
"1384",113
"1385",101
"1386",62
"1387",60
"1388",57
"1389",25
"1390",12
"1391",3
"1392",0
"1393",0
"1394",3
"1395",0
"1396",0
"1397",0
"1398",0
"1399",0
"1400",1
"1401",2
"1402",0
"1403",0
"1404",7
"1405",15
"1406",0
"1407",0
"1408",6
"1409",2
"1410",6
"1411",3
"1412",1
"1413",0
"1414",0
"1415",0
"1416",0
"1417",1
"1418",7
"1419",3
"1420",1
"1421",0
"1422",0
"1423",0
"1424",2
"1425",2
"1426",0
"1427",0
"1428",7
"1429",13
"1430",0
"1431",0
"1432",8
"1433",3
"1434",6
"1435",2
"1436",1
"1437",0
"1438",0
"1439",0
"1440",0
"1441",2
"1442",0
"1443",0
"1444",0
"1445",0
"1446",1
"1447",2
"1448",8
"1449",27
"1450",89
"1451",120
"1452",151
"1453",82
"1454",129
"1455",133
"1456",112
"1457",140
"1458",93
"1459",103
"1460",98
"1461",93
"1462",39
"1463",10
"1464",3
"1465",0
"1466",4
"1467",0
"1468",0
"1469",0
"1470",0
"1471",0
"1472",11
"1473",36
"1474",88
"1475",139
"1476",147
"1477",77
"1478",151
"1479",143
"1480",140
"1481",106
"1482",107
"1483",87
"1484",80
"1485",81
"1486",64
"1487",38
"1488",14
"1489",1
"1490",3
"1491",0
"1492",0
"1493",0
"1494",0
"1495",0
"1496",6
"1497",23
"1498",75
"1499",133
"1500",137
"1501",152
"1502",119
"1503",103
"1504",129
"1505",129
"1506",123
"1507",115
"1508",98
"1509",71
"1510",32
"1511",9
"1512",3
"1513",0
"1514",4
"1515",1
"1516",0
"1517",0
"1518",0
"1519",0
"1520",4
"1521",23
"1522",70
"1523",139
"1524",141
"1525",101
"1526",138
"1527",136
"1528",124
"1529",140
"1530",112
"1531",61
"1532",56
"1533",49
"1534",41
"1535",21
"1536",8
"1537",2
"1538",2
"1539",0
"1540",0
"1541",0
"1542",0
"1543",0
"1544",3
"1545",19
"1546",65
"1547",118
"1548",107
"1549",78
"1550",142
"1551",155
"1552",143
"1553",85
"1554",64
"1555",52
"1556",44
"1557",24
"1558",14
"1559",3
"1560",0
"1561",0
"1562",3
"1563",0
"1564",0
"1565",0
"1566",0
"1567",0
"1568",1
"1569",2
"1570",0
"1571",0
"1572",8
"1573",16
"1574",0
"1575",0
"1576",6
"1577",2
"1578",6
"1579",3
"1580",1
"1581",0
"1582",0
"1583",0
"1584",0
"1585",1
"1586",6
"1587",3
"1588",1
"1589",0
"1590",0
"1591",0
"1592",2
"1593",2
"1594",0
"1595",0
"1596",6
"1597",11
"1598",0
"1599",0
"1600",7
"1601",3
"1602",7
"1603",3
"1604",1
"1605",0
"1606",0
"1607",0
"1608",0
"1609",2
"1610",0
"1611",0
"1612",0
"1613",0
"1614",0
"1615",0
"1616",0
"1617",1
"1618",5
"1619",5
"1620",5
"1621",4
"1622",4
"1623",4
"1624",5
"1625",5
"1626",5
"1627",5
"1628",5
"1629",4
"1630",1
"1631",0
"1632",0
"1633",0
"1634",0
"1635",0
"1636",0
"1637",0
"1638",0
"1639",0
"1640",0
"1641",1
"1642",4
"1643",5
"1644",8
"1645",2
"1646",6
"1647",5
"1648",6
"1649",6
"1650",3
"1651",3
"1652",4
"1653",2
"1654",3
"1655",1
"1656",0
"1657",0
"1658",0
"1659",0
"1660",0
"1661",0
"1662",0
"1663",0
"1664",0
"1665",1
"1666",4
"1667",7
"1668",4
"1669",4
"1670",4
"1671",5
"1672",6
"1673",7
"1674",6
"1675",5
"1676",4
"1677",2
"1678",1
"1679",0
"1680",0
"1681",0
"1682",0
"1683",0
"1684",0
"1685",0
"1686",0
"1687",0
"1688",0
"1689",0
"1690",3
"1691",4
"1692",5
"1693",5
"1694",7
"1695",6
"1696",4
"1697",5
"1698",6
"1699",2
"1700",2
"1701",2
"1702",1
"1703",0
"1704",0
"1705",0
"1706",0
"1707",0
"1708",0
"1709",0
"1710",0
"1711",0
"1712",0
"1713",1
"1714",2
"1715",5
"1716",3
"1717",4
"1718",4
"1719",6
"1720",4
"1721",5
"1722",2
"1723",2
"1724",2
"1725",1
"1726",0
"1727",0
"1728",0
"1729",0
"1730",0
"1731",0
"1732",0
"1733",0
"1734",0
"1735",0
"1736",0
"1737",0
"1738",0
"1739",0
"1740",0
"1741",0
"1742",0
"1743",0
"1744",0
"1745",0
"1746",0
"1747",0
"1748",0
"1749",0
"1750",0
"1751",0
"1752",0
"1753",0
"1754",0
"1755",0
"1756",0
"1757",0
"1758",0
"1759",0
"1760",0
"1761",0
"1762",0
"1763",0
"1764",0
"1765",0
"1766",0
"1767",0
"1768",0
"1769",0
"1770",0
"1771",0
"1772",0
"1773",0
"1774",0
"1775",0
"1776",0
"1777",0
"1778",0
"1779",0
"1780",0
"1781",0
"1782",1
"1783",2
"1784",8
"1785",22
"1786",83
"1787",132
"1788",135
"1789",79
"1790",119
"1791",146
"1792",119
"1793",129
"1794",94
"1795",79
"1796",100
"1797",85
"1798",36
"1799",11
"1800",3
"1801",0
"1802",4
"1803",0
"1804",0
"1805",0
"1806",0
"1807",0
"1808",10
"1809",33
"1810",76
"1811",153
"1812",174
"1813",69
"1814",128
"1815",114
"1816",120
"1817",119
"1818",123
"1819",86
"1820",95
"1821",80
"1822",51
"1823",31
"1824",14
"1825",1
"1826",3
"1827",0
"1828",0
"1829",0
"1830",0
"1831",0
"1832",8
"1833",22
"1834",79
"1835",125
"1836",141
"1837",154
"1838",129
"1839",129
"1840",124
"1841",149
"1842",92
"1843",107
"1844",91
"1845",80
"1846",39
"1847",9
"1848",4
"1849",0
"1850",3
"1851",1
"1852",0
"1853",0
"1854",0
"1855",0
"1856",4
"1857",21
"1858",66
"1859",118
"1860",139
"1861",103
"1862",160
"1863",106
"1864",129
"1865",122
"1866",105
"1867",76
"1868",56
"1869",45
"1870",43
"1871",22
"1872",8
"1873",2
"1874",2
"1875",0
"1876",0
"1877",0
"1878",0
"1879",0
"1880",3
"1881",23
"1882",51
"1883",115
"1884",94
"1885",82
"1886",156
"1887",123
"1888",123
"1889",88
"1890",55
"1891",56
"1892",50
"1893",22
"1894",14
"1895",2
"1896",0
"1897",0
"1898",3
"1899",0
"1900",0
"1901",0
"1902",0
"1903",0
"1904",1
"1905",2
"1906",0
"1907",0
"1908",9
"1909",16
"1910",0
"1911",0
"1912",8
"1913",3
"1914",7
"1915",3
"1916",1
"1917",0
"1918",0
"1919",0
"1920",0
"1921",2
"1922",5
"1923",3
"1924",1
"1925",0
"1926",0
"1927",0
"1928",1
"1929",2
"1930",0
"1931",0
"1932",7
"1933",13
"1934",0
"1935",0
"1936",8
"1937",2
"1938",6
"1939",3
"1940",1
"1941",0
"1942",0
"1943",0
"1944",0
"1945",1
"1946",0
"1947",0
"1948",0
"1949",0
"1950",1
"1951",2
"1952",8
"1953",28
"1954",100
"1955",132
"1956",142
"1957",93
"1958",123
"1959",134
"1960",131
"1961",139
"1962",83
"1963",80
"1964",87
"1965",76
"1966",34
"1967",9
"1968",3
"1969",0
"1970",5
"1971",0
"1972",0
"1973",0
"1974",0
"1975",0
"1976",10
"1977",34
"1978",84
"1979",161
"1980",181
"1981",77
"1982",157
"1983",134
"1984",128
"1985",122
"1986",106
"1987",92
"1988",93
"1989",72
"1990",56
"1991",36
"1992",15
"1993",2
"1994",3
"1995",0
"1996",0
"1997",0
"1998",0
"1999",0
"2000",8
"2001",24
"2002",94
"2003",126
"2004",116
"2005",152
"2006",130
"2007",106
"2008",130
"2009",138
"2010",122
"2011",104
"2012",96
"2013",66
"2014",30
"2015",11
"2016",3
"2017",0
"2018",4
"2019",1
"2020",0
"2021",0
"2022",0
"2023",0
"2024",4
"2025",19
"2026",68
"2027",129
"2028",155
"2029",85
"2030",136
"2031",127
"2032",120
"2033",130
"2034",89
"2035",66
"2036",48
"2037",47
"2038",46
"2039",21
"2040",7
"2041",2
"2042",3
"2043",0
"2044",0
"2045",0
"2046",0
"2047",0
"2048",4
"2049",17
"2050",55
"2051",97
"2052",114
"2053",86
"2054",119
"2055",133
"2056",128
"2057",110
"2058",53
"2059",52
"2060",57
"2061",24
"2062",12
"2063",2
"2064",0
"2065",0
"2066",3
"2067",0
"2068",0
"2069",0
"2070",0
"2071",0
"2072",1
"2073",2
"2074",0
"2075",0
"2076",10
"2077",12
"2078",0
"2079",0
"2080",8
"2081",2
"2082",8
"2083",3
"2084",2
"2085",0
"2086",0
"2087",0
"2088",0
"2089",2
"2090",6
"2091",3
"2092",1
"2093",0
"2094",0
"2095",0
"2096",2
"2097",2
"2098",0
"2099",0
"2100",7
"2101",12
"2102",0
"2103",0
"2104",9
"2105",2
"2106",7
"2107",3
"2108",1
"2109",0
"2110",0
"2111",0
"2112",0
"2113",2
"2114",0
"2115",0
"2116",0
"2117",0
"2118",1
"2119",2
"2120",8
"2121",24
"2122",88
"2123",140
"2124",131
"2125",77
"2126",145
"2127",130
"2128",108
"2129",139
"2130",101
"2131",92
"2132",93
"2133",76
"2134",38
"2135",10
"2136",4
"2137",0
"2138",5
"2139",0
"2140",0
"2141",0
"2142",0
"2143",0
"2144",10
"2145",39
"2146",95
"2147",152
"2148",150
"2149",75
"2150",134
"2151",110
"2152",121
"2153",125
"2154",117
"2155",78
"2156",82
"2157",70
"2158",52
"2159",33
"2160",12
"2161",1
"2162",3
"2163",0
"2164",0
"2165",0
"2166",0
"2167",0
"2168",7
"2169",23
"2170",96
"2171",126
"2172",141
"2173",147
"2174",132
"2175",109
"2176",110
"2177",152
"2178",107
"2179",102
"2180",101
"2181",68
"2182",30
"2183",10
"2184",3
"2185",0
"2186",3
"2187",2
"2188",0
"2189",0
"2190",0
"2191",0
"2192",4
"2193",21
"2194",75
"2195",123
"2196",129
"2197",99
"2198",146
"2199",108
"2200",134
"2201",140
"2202",114
"2203",76
"2204",43
"2205",46
"2206",40
"2207",20
"2208",8
"2209",2
"2210",3
"2211",0
"2212",0
"2213",0
"2214",0
"2215",0
"2216",3
"2217",19
"2218",52
"2219",105
"2220",101
"2221",75
"2222",148
"2223",147
"2224",146
"2225",100
"2226",51
"2227",55
"2228",57
"2229",19
"2230",12
"2231",2
"2232",0
"2233",0
"2234",3
"2235",0
"2236",0
"2237",0
"2238",0
"2239",0
"2240",1
"2241",2
"2242",0
"2243",0
"2244",8
"2245",13
"2246",0
"2247",0
"2248",8
"2249",3
"2250",6
"2251",3
"2252",1
"2253",0
"2254",0
"2255",0
"2256",0
"2257",2
"2258",6
"2259",3
"2260",1
"2261",0
"2262",0
"2263",0
"2264",1
"2265",2
"2266",0
"2267",0
"2268",5
"2269",11
"2270",0
"2271",0
"2272",7
"2273",3
"2274",6
"2275",2
"2276",2
"2277",0
"2278",0
"2279",0
"2280",0
"2281",1
"2282",0
"2283",0
"2284",0
"2285",0
"2286",1
"2287",2
"2288",8
"2289",23
"2290",80
"2291",128
"2292",122
"2293",78
"2294",136
"2295",145
"2296",137
"2297",131
"2298",98
"2299",98
"2300",102
"2301",76
"2302",41
"2303",12
"2304",3
"2305",0
"2306",4
"2307",0
"2308",0
"2309",0
"2310",0
"2311",0
"2312",9
"2313",32
"2314",78
"2315",140
"2316",143
"2317",66
"2318",129
"2319",116
"2320",129
"2321",119
"2322",101
"2323",99
"2324",82
"2325",69
"2326",65
"2327",35
"2328",12
"2329",1
"2330",3
"2331",0
"2332",0
"2333",0
"2334",0
"2335",0
"2336",6
"2337",26
"2338",74
"2339",119
"2340",140
"2341",134
"2342",123
"2343",103
"2344",140
"2345",140
"2346",113
"2347",114
"2348",106
"2349",72
"2350",32
"2351",11
"2352",3
"2353",0
"2354",3
"2355",1
"2356",0
"2357",0
"2358",0
"2359",0
"2360",4
"2361",19
"2362",76
"2363",113
"2364",136
"2365",86
"2366",144
"2367",127
"2368",129
"2369",108
"2370",98
"2371",66
"2372",43
"2373",41
"2374",44
"2375",24
"2376",9
"2377",2
"2378",3
"2379",0
"2380",0
"2381",0
"2382",0
"2383",0
"2384",3
"2385",20
"2386",57
"2387",109
"2388",115
"2389",74
"2390",154
"2391",141
"2392",127
"2393",100
"2394",64
"2395",52
"2396",55
"2397",24
"2398",15
"2399",2
"2400",0
"2401",0
"2402",3
"2403",0
"2404",0
"2405",0
"2406",0
"2407",0
"2408",1
"2409",2
"2410",0
"2411",0
"2412",8
"2413",12
"2414",0
"2415",0
"2416",8
"2417",3
"2418",7
"2419",3
"2420",1
"2421",0
"2422",0
"2423",0
"2424",0
"2425",1
"2426",6
"2427",2
"2428",1
"2429",0
"2430",0
"2431",0
"2432",1
"2433",2
"2434",0
"2435",0
"2436",6
"2437",14
"2438",0
"2439",0
"2440",8
"2441",3
"2442",7
"2443",3
"2444",2
"2445",0
"2446",0
"2447",0
"2448",0
"2449",2
"2450",0
"2451",0
"2452",0
"2453",0
"2454",1
"2455",2
"2456",6
"2457",22
"2458",97
"2459",117
"2460",154
"2461",94
"2462",131
"2463",115
"2464",103
"2465",123
"2466",97
"2467",78
"2468",90
"2469",87
"2470",36
"2471",11
"2472",3
"2473",0
"2474",5
"2475",0
"2476",0
"2477",0
"2478",0
"2479",0
"2480",11
"2481",38
"2482",78
"2483",152
"2484",168
"2485",69
"2486",148
"2487",138
"2488",108
"2489",105
"2490",116
"2491",97
"2492",97
"2493",71
"2494",63
"2495",39
"2496",12
"2497",2
"2498",3
